GM12878,ZBTB40,ENCSR189YYK
GM12878,ZEB1,ENCSR000BND
GM12878,ZFP36,ENCSR900XDB
GM12878,ZNF143,ENCSR936XTK
GM12878,ZNF207,ENCSR117KWH
GM12878,ZNF217,ENCSR764CZW
GM12878,ZNF24,ENCSR072PWP
GM12878,ZNF384,ENCSR000DYP
GM12878,ZNF592,ENCSR173ZVL
GM12878,ZNF687,ENCSR859FDL
GM12878,ZSCAN29,ENCSR412YGM
GM12878,ZZZ3,ENCSR000DNQ
HepG2,ADNP,ENCSR981BHT
HepG2,ARID3A,ENCSR000EDP
HepG2,ARNT,ENCSR029IBC
HepG2,ATF1,ENCSR253OON
HepG2,ATF2,ENCSR908HWZ
HepG2,ATF3,ENCSR402ZCY
HepG2,ATF4,ENCSR288ZFV
HepG2,ATF6,ENCSR769CWW
HepG2,ATF7,ENCSR545FXC
HepG2,BCL3,ENCSR304NTV
HepG2,BCL6,ENCSR759BDG
HepG2,BCLAF1,ENCSR015TKV
HepG2,BHLHE40,ENCSR000EDT
HepG2,BRCA1,ENCSR343RJR
HepG2,BRD4,ENCSR395MHA
HepG2,CBFB,ENCSR479RZV
HepG2,CBX1,ENCSR819WZE
HepG2,CBX5,ENCSR892RCP
HepG2,CEBPB,ENCSR000EEE
HepG2,CEBPG,ENCSR639IIZ
HepG2,CHD2,ENCSR000EED
HepG2,CHD4,ENCSR431FOF
HepG2,CREB1,ENCSR112ALD
HepG2,CREB3,ENCSR855XFL
HepG2,CREM,ENCSR799FCZ
HepG2,CTCF,ENCSR607XFI
HepG2,DNMT1,ENCSR606LDL
HepG2,DPF2,ENCSR813QEO
HepG2,E2F1,ENCSR717ZZW
HepG2,E2F4,ENCSR924LSO
HepG2,E2F5,ENCSR486JYI
HepG2,EED,ENCSR690FIA
HepG2,EGR1,ENCSR026GSW
HepG2,EHMT2,ENCSR376FMN
HepG2,ELF1,ENCSR321VGW
HepG2,ELF4,ENCSR980HGI
HepG2,ELK1,ENCSR717QSS
HepG2,EP300,ENCSR271XMW
HepG2,ERF,ENCSR159DQO
HepG2,ESRRA,ENCSR267NVP
HepG2,ETS1,ENCSR672BSA
HepG2,ETV5,ENCSR096IIB
HepG2,ETV6,ENCSR925TWM
HepG2,FOSL1,ENCSR767NGL
HepG2,FOSL2,ENCSR249EYB
HepG2,FOXA1,ENCSR267DFA
HepG2,FOXA3,ENCSR092OVN
HepG2,FOXJ3,ENCSR413AJG
HepG2,FOXK2,ENCSR171FUX
HepG2,FOXM1,ENCSR435ARI
HepG2,GABPA,ENCSR000BJK
HepG2,GABPB1,ENCSR462KYU
HepG2,GATA2,ENCSR897LDT
HepG2,GATAD2A,ENCSR925BFV
HepG2,GMEB1,ENCSR780OXL
HepG2,GTF2F1,ENCSR219NRT
HepG2,HCFC1,ENCSR529JYA
HepG2,HDAC1,ENCSR750OWO
HepG2,HDAC2,ENCSR337NWW
HepG2,HINFP,ENCSR621PAN
HepG2,HIVEP1,ENCSR697WMX
HepG2,HMG20A,ENCSR072GJV
HepG2,HMG20B,ENCSR925QAW
HepG2,HOMEZ,ENCSR117CHD
HepG2,IKZF1,ENCSR278JQG
HepG2,IRF1,ENCSR890DSP
HepG2,IRF2,ENCSR604UJV
HepG2,IRF5,ENCSR025EXJ
HepG2,JUN,ENCSR747VUU
HepG2,JUND,ENCSR000EEI
HepG2,KAT8,ENCSR954KIC
HepG2,KDM1A,ENCSR087NSR
HepG2,KDM4B,ENCSR280SCF
HepG2,KDM5B,ENCSR227MRE
HepG2,KLF13,ENCSR756SZU
HepG2,KLF16,ENCSR009KLQ
HepG2,KLF6,ENCSR757EKM
HepG2,KLF9,ENCSR938ETG
HepG2,MAFF,ENCSR000EEC
HepG2,MAFG,ENCSR708KAA
HepG2,MAFK,ENCSR000EDZ
HepG2,MAX,ENCSR000BTM
HepG2,MAZ,ENCSR700PNE
HepG2,MEF2A,ENCSR291MJH
HepG2,MEF2D,ENCSR923MOO
HepG2,MEIS2,ENCSR830LDY
HepG2,MLX,ENCSR125DAD
HepG2,MNT,ENCSR261EDU
HepG2,MTA1,ENCSR983KRB
HepG2,MTA3,ENCSR873OVI
HepG2,MXI1,ENCSR000EDU
HepG2,MYBL2,ENCSR581KCO
HepG2,MYC,ENCSR784BVD
HepG2,NBN,ENCSR210ZYL
HepG2,NCOA1,ENCSR707WZK
HepG2,NCOR1,ENCSR419KSZ
HepG2,NFATC3,ENCSR635SKD
HepG2,NFE2,ENCSR983FBD
HepG2,NFE2L1,ENCSR543SBE
HepG2,NFIB,ENCSR414WBQ
HepG2,NFIC,ENCSR000BQX
HepG2,NFRKB,ENCSR145BHD
HepG2,NFYA,ENCSR124APT
HepG2,NFYB,ENCSR935GZV
HepG2,NONO,ENCSR476BQA
HepG2,NR2C2,ENCSR559ZKI
HepG2,NR2F1,ENCSR136OFY
HepG2,NR2F2,ENCSR000BVM
HepG2,NR2F6,ENCSR798IJO
HepG2,NRF1,ENCSR853ADA
HepG2,PATZ1,ENCSR658YLN
HepG2,PBX2,ENCSR849DFF
HepG2,PHF20,ENCSR612XVQ
HepG2,PHF21A,ENCSR315VYZ
HepG2,PHF8,ENCSR604VAE
HepG2,POLR2A,ENCSR000EEM
HepG2,POLR2AphosphoS2,ENCSR000EDX
HepG2,POLR2AphosphoS5,ENCSR000BPI
HepG2,PRDM10,ENCSR289PSX
HepG2,PRDM15,ENCSR011INW
HepG2,RAD21,ENCSR338DUC
HepG2,RAD51,ENCSR081WLS
HepG2,RBPJ,ENCSR596FEL
HepG2,RCOR1,ENCSR000EDQ
HepG2,RELA,ENCSR580HOI
HepG2,REST,ENCSR000BOT
HepG2,RFX1,ENCSR928API
HepG2,RFX5,ENCSR000EEA
HepG2,RNF2,ENCSR523XCR
HepG2,RREB1,ENCSR180MUU
HepG2,RXRA,ENCSR416HDG
HepG2,SIN3A,ENCSR000BGL
HepG2,SIN3B,ENCSR452YHM
HepG2,SIX4,ENCSR849TMV
HepG2,SMAD1,ENCSR213QOZ
HepG2,SMAD3,ENCSR005GZH
HepG2,SMAD4,ENCSR826YMT
HepG2,SMARCC2,ENCSR887LYD
HepG2,SMARCE1,ENCSR968QDP
HepG2,SMC3,ENCSR000EDW
HepG2,SOX6,ENCSR543BVU
HepG2,SP1,ENCSR334KIQ
HepG2,SRF,ENCSR000BLV
HepG2,STAG1,ENCSR167MTG
HepG2,SUZ12,ENCSR771GTF
HepG2,TAF1,ENCSR918OKK
HepG2,TBL1XR1,ENCSR101FJS
HepG2,TBP,ENCSR798KXG
HepG2,TCF12,ENCSR894SXR
HepG2,TCF3,ENCSR911MML
HepG2,TCF7,ENCSR444LIN
HepG2,TCF7L2,ENCSR346BOD
HepG2,TEAD1,ENCSR497JLX
HepG2,TEAD4,ENCSR800JRG
HepG2,TFDP1,ENCSR558OMR
HepG2,TFE3,ENCSR589SNT
HepG2,THRA,ENCSR551QJT
HepG2,TOE1,ENCSR554YEH
HepG2,TRIM22,ENCSR506HXN
HepG2,UBTF,ENCSR957FIZ
HepG2,USF2,ENCSR000EEF
HepG2,YY1,ENCSR000BNT
HepG2,ZBTB33,ENCSR421DAO
HepG2,ZBTB40,ENCSR525YFS
HepG2,ZBTB7A,ENCSR000BQA
HepG2,ZBTB7B,ENCSR322ULL
HepG2,ZC3H4,ENCSR953MMC
HepG2,ZC3H8,ENCSR734CRN
HepG2,ZEB1,ENCSR000BVN
HepG2,ZFP1,ENCSR586DEH
HepG2,ZFP36,ENCSR382XLA
HepG2,ZFX,ENCSR266HHO
HepG2,ZHX2,ENCSR407BEZ
HepG2,ZKSCAN1,ENCSR157CAU
HepG2,ZKSCAN8,ENCSR808FFI
HepG2,ZMYM3,ENCSR505DVB
HepG2,ZNF12,ENCSR711KBM
HepG2,ZNF143,ENCSR080UEM
HepG2,ZNF207,ENCSR683CSF
HepG2,ZNF217,ENCSR055FQB
HepG2,ZNF274,ENCSR871VNN
HepG2,ZNF280B,ENCSR940EZR
HepG2,ZNF281,ENCSR403MJY
HepG2,ZNF282,ENCSR752NDX
HepG2,ZNF3,ENCSR182QWU
HepG2,ZNF318,ENCSR832PID
HepG2,ZNF384,ENCSR101FJU
HepG2,ZNF512,ENCSR264SRY
HepG2,ZNF512B,ENCSR801SNX
HepG2,ZNF574,ENCSR886YJI
HepG2,ZNF639,ENCSR665UFC
HepG2,ZNF644,ENCSR578CXC
HepG2,ZNF687,ENCSR647PSR
HepG2,ZNF7,ENCSR553QMC
HepG2,ZNF740,ENCSR755ZAY
HepG2,ZNF766,ENCSR869RSW
HepG2,ZNF83,ENCSR263XFO
HepG2,ZSCAN29,ENCSR422VAG
HepG2,ZZZ3,ENCSR428LOB
K562,ADNP,ENCSR440VKE
K562,ARID3A,ENCSR000EFY
K562,ARNT,ENCSR613NUC
K562,ATF1,ENCSR159OCC
K562,ATF2,ENCSR869IUD
K562,ATF3,ENCSR028UIU
K562,ATF4,ENCSR145TSJ
K562,ATF6,ENCSR125RFR
K562,ATF7,ENCSR972ZBV
K562,BACH1,ENCSR740NPG
K562,BCL6,ENCSR802AHH
K562,BCLAF1,ENCSR492LTS
K562,BHLHE40,ENCSR000EGV
K562,BMI1,ENCSR782WRO
K562,BRCA1,ENCSR946BXO
K562,BRD4,ENCSR583ACG
K562,CBFB,ENCSR116NDV
K562,CBX1,ENCSR948QLZ
K562,CBX5,ENCSR272JAT
K562,CEBPB,ENCSR416QLJ
K562,CEBPG,ENCSR620VIC
K562,CHD1,ENCSR000AQD
K562,CHD2,ENCSR000EHD
K562,CHD4,ENCSR000ATL
K562,CLOCK,ENCSR228OQM
K562,CREB1,ENCSR000BSO
K562,CREB3,ENCSR093FKD
K562,CREM,ENCSR077DKV
K562,CTBP1,ENCSR201NQZ
K562,CTCF,ENCSR000EGM
K562,CUX1,ENCSR178NTX
K562,DDX20,ENCSR446LAV
K562,DNMT1,ENCSR987PBI
K562,DPF2,ENCSR715CCR
K562,E2F1,ENCSR563LLO
K562,E2F5,ENCSR709DRM
K562,E2F8,ENCSR953DVM
K562,E4F1,ENCSR003GUC
K562,EGR1,ENCSR211LTF
K562,EHMT2,ENCSR175EOM
K562,ELF1,ENCSR975SSR
K562,ELF4,ENCSR638QHV
K562,ELK1,ENCSR000EFU
K562,EP300,ENCSR000EGE
K562,ERF,ENCSR459FUE
K562,ESRRA,ENCSR486IFJ
K562,ETS1,ENCSR000BKQ
K562,ETV5,ENCSR971EWR
K562,ETV6,ENCSR000FCE
K562,FOSL1,ENCSR239ZLZ
K562,FOXA1,ENCSR819LHG
K562,FOXA3,ENCSR231ZVN
K562,FOXJ3,ENCSR056VMR
K562,FOXK2,ENCSR302AWT
K562,FOXM1,ENCSR429QPP
K562,GABPA,ENCSR290MUH
K562,GABPB1,ENCSR138YYY
K562,GATA2,ENCSR257RKC
K562,GATAD2A,ENCSR160QYK
K562,GATAD2B,ENCSR547LKC
K562,GMEB1,ENCSR376RCX
K562,GTF2F1,ENCSR000EHC
K562,HCFC1,ENCSR000EFN
K562,HDAC1,ENCSR711VWL
K562,HDAC2,ENCSR075HTM
K562,HDGF,ENCSR563YDA
K562,HES1,ENCSR091JXL
K562,HINFP,ENCSR619GFP
K562,HIVEP1,ENCSR947PJZ
K562,HMG20A,ENCSR126YJQ
K562,HMG20B,ENCSR034GHQ
K562,HOMEZ,ENCSR801JWB
K562,IKZF1,ENCSR948VFL
K562,IRF1,ENCSR000EGL
K562,IRF2,ENCSR376WCJ
K562,JUN,ENCSR000EFS
K562,JUNB,ENCSR525VAT
K562,JUND,ENCSR000EGN
K562,KAT8,ENCSR086FZL
K562,KDM1A,ENCSR908CMW
K562,KDM4B,ENCSR660RNO
K562,KDM5B,ENCSR000AQA
K562,KLF13,ENCSR608HVP
K562,KLF16,ENCSR760UVO
K562,KLF6,ENCSR297CGF
K562,LARP7,ENCSR288MOZ
K562,MAFF,ENCSR000EGI
K562,MAFG,ENCSR818DQV
K562,MAFK,ENCSR000EGX
K562,MAX,ENCSR000BLP
K562,MAZ,ENCSR643JRH
K562,MBD2,ENCSR221GAN
K562,MEF2A,ENCSR000BNV
K562,MEF2D,ENCSR647ZXA
K562,MEIS2,ENCSR851BNE
K562,MLLT1,ENCSR107GRP
K562,MLX,ENCSR873LYH
K562,MNT,ENCSR979QYJ
K562,MTA1,ENCSR807BGP
K562,MTA2,ENCSR411UYA
K562,MTA3,ENCSR914NEI
K562,MXI1,ENCSR000EGZ
K562,MYBL2,ENCSR162IEM
K562,MYC,ENCSR744JJU
K562,NBN,ENCSR085QEV
K562,NCOA1,ENCSR931HNY
K562,NCOR1,ENCSR298JCG
K562,NEUROD1,ENCSR986CDX
K562,NFATC3,ENCSR670FDA
K562,NFE2,ENCSR000FCC
K562,NFE2L1,ENCSR632SHZ
K562,NFIC,ENCSR796ITY
K562,NFRKB,ENCSR657EOF
K562,NFXL1,ENCSR085DDI
K562,NKRF,ENCSR331BDJ
K562,NONO,ENCSR886RYH
K562,NR2C1,ENCSR742IDN
K562,NR2C2,ENCSR750LYM
K562,NR2F1,ENCSR970NKQ
K562,NR2F2,ENCSR000BRS
K562,NR2F6,ENCSR128KLX
K562,NRF1,ENCSR494TDU
K562,PATZ1,ENCSR549PVK
K562,PBX2,ENCSR633EIC
K562,PHF20,ENCSR594SMP
K562,PHF21A,ENCSR119VCX
K562,PHF8,ENCSR000AQH
K562,PKNOX1,ENCSR115SMW
K562,PML,ENCSR000BQY
K562,POLR2A,ENCSR388QZF
K562,POLR2AphosphoS2,ENCSR000EGF
K562,POLR2AphosphoS5,ENCSR000BKR
K562,PRDM10,ENCSR120MPG
K562,RAD21,ENCSR879KXD
K562,RAD51,ENCSR524BUE
K562,RB1,ENCSR670JDQ
K562,RBBP5,ENCSR000AQI
K562,RBPJ,ENCSR740XMB
K562,RCOR1,ENCSR000EGG
K562,RELA,ENCSR772EEN
K562,REST,ENCSR137ZMQ
K562,RFX1,ENCSR968GIB
K562,RFX5,ENCSR000EGO
K562,RNF2,ENCSR076YPO
K562,RREB1,ENCSR250WFW
K562,SIN3A,ENCSR920BLG
K562,SIN3B,ENCSR657JLK
K562,SKIL,ENCSR336DXE
K562,SMAD1,ENCSR038DJJ
K562,SMAD3,ENCSR376XAV
K562,SMAD4,ENCSR109SJT
K562,SMAD5,ENCSR000FCD
K562,SMARCA5,ENCSR895HSJ
K562,SMARCC2,ENCSR519WMW
K562,SMARCE1,ENCSR157TCS
K562,SMC3,ENCSR000EGW
K562,SOX6,ENCSR788RSW
K562,SP1,ENCSR991ELG
K562,SPI1,ENCSR000BGW
K562,SREBF1,ENCSR815ZDS
K562,SRF,ENCSR582IAO
K562,STAG1,ENCSR153HNT
K562,STAT5A,ENCSR000BRR
K562,SUZ12,ENCSR412CTM
K562,TARDBP,ENCSR033VAZ
K562,TBL1XR1,ENCSR000EGA
K562,TCF12,ENCSR189TRZ
K562,TCF3,ENCSR970OJY
K562,TCF7,ENCSR863KUB
K562,TCF7L2,ENCSR888XZK
K562,TEAD1,ENCSR591ASD
K562,TEAD4,ENCSR000BRK
K562,TFDP1,ENCSR017GBO
K562,TFE3,ENCSR953KEY
K562,THRA,ENCSR264CZJ
K562,TOE1,ENCSR213HBY
K562,UBTF,ENCSR000EFZ
K562,USF2,ENCSR578KEN
K562,YY1,ENCSR000EWF
K562,ZBED1,ENCSR286PCG
K562,ZBTB33,ENCSR876GXA
K562,ZBTB40,ENCSR237VLT
K562,ZBTB7A,ENCSR000BME
K562,ZC3H4,ENCSR419CNA
K562,ZC3H8,ENCSR143CEO
K562,ZFP1,ENCSR617POJ
K562,ZFP36,ENCSR776CYN
K562,ZFX,ENCSR920ASP
K562,ZKSCAN1,ENCSR882ERE
K562,ZKSCAN8,ENCSR448UKK
K562,ZMYM3,ENCSR102KIN
K562,ZNF12,ENCSR041YBR
K562,ZNF143,ENCSR000EGP
K562,ZNF24,ENCSR385AHH
K562,ZNF274,ENCSR000EVX
K562,ZNF280B,ENCSR775FSH
K562,ZNF281,ENCSR214EKV
K562,ZNF282,ENCSR742TMU
K562,ZNF3,ENCSR934RJP
K562,ZNF318,ENCSR352BJL
K562,ZNF384,ENCSR000EFP
K562,ZNF444,ENCSR164RIC
K562,ZNF507,ENCSR598TIR
K562,ZNF512,ENCSR591CCL
K562,ZNF592,ENCSR249BHQ
K562,ZNF639,ENCSR258PSN
K562,ZNF644,ENCSR729HVR
K562,ZNF7,ENCSR454SCH
K562,ZNF740,ENCSR737UST
K562,ZNF766,ENCSR194IJN
K562,ZNF83,ENCSR257XVY
K562,ZSCAN29,ENCSR635EXI
K562,ZZZ3,ENCSR780BBJ
MCF-7,ARID3A,ENCSR231ENE
MCF-7,ATF7,ENCSR866QPZ
MCF-7,BMI1,ENCSR966YYJ
MCF-7,CEBPB,ENCSR000BSR
MCF-7,CEBPG,ENCSR094ZCF
MCF-7,CHD1,ENCSR360JOC
MCF-7,CLOCK,ENCSR934JDG
MCF-7,CREB1,ENCSR620DUQ
MCF-7,CTBP1,ENCSR636EYA
MCF-7,CTCF,ENCSR000DWH
MCF-7,CUX1,ENCSR017CEO
MCF-7,DDX20,ENCSR330ADN
MCF-7,DPF2,ENCSR234VCE
MCF-7,E2F1,ENCSR000EWX
MCF-7,E2F4,ENCSR505NMN
MCF-7,E2F8,ENCSR897ZXU
MCF-7,E4F1,ENCSR841YWU
MCF-7,EGR1,ENCSR000BUX
MCF-7,ELF1,ENCSR000BSS
MCF-7,ELK1,ENCSR382WLL
MCF-7,EP300,ENCSR000BTR
MCF-7,ESRRA,ENCSR954WVZ
MCF-7,FOSL2,ENCSR000BUI
MCF-7,FOXA1,ENCSR126YEB
MCF-7,FOXK2,ENCSR465VLK
MCF-7,FOXM1,ENCSR000BUJ
MCF-7,GABPA,ENCSR000BUK
MCF-7,GATAD2B,ENCSR389BLX
MCF-7,GTF2F1,ENCSR557JTZ
MCF-7,HCFC1,ENCSR697CUP
MCF-7,HDAC2,ENCSR000BTP
MCF-7,HDGF,ENCSR200CUA
MCF-7,HES1,ENCSR109ODF
MCF-7,JUN,ENCSR176EXN
MCF-7,JUND,ENCSR000BSU
MCF-7,KLF9,ENCSR125ZYC
MCF-7,LARP7,ENCSR725ELR
MCF-7,MAFK,ENCSR555PBN
MCF-7,MAX,ENCSR000BUL
MCF-7,MAZ,ENCSR288IJC
MCF-7,MBD2,ENCSR940MHE
MCF-7,MLLT1,ENCSR427BBI
MCF-7,MNT,ENCSR460XGV
MCF-7,MTA1,ENCSR348JOJ
MCF-7,MTA2,ENCSR551ZDZ
MCF-7,MTA3,ENCSR391KQC
MCF-7,MYC,ENCSR000DMP
MCF-7,NBN,ENCSR591EBL
MCF-7,NEUROD1,ENCSR006WUS
MCF-7,NFIB,ENCSR702BYX
MCF-7,NFRKB,ENCSR248IMH
MCF-7,NFXL1,ENCSR417DKD
MCF-7,NONO,ENCSR912NMR
MCF-7,NR2F2,ENCSR000BUY
MCF-7,NRF1,ENCSR135ANT
MCF-7,PKNOX1,ENCSR986XYK
MCF-7,PML,ENCSR000BUZ
MCF-7,POLR2A,ENCSR000DMT
MCF-7,RAD21,ENCSR000BTQ
MCF-7,RAD51,ENCSR442VBJ
MCF-7,RCOR1,ENCSR391JII
MCF-7,REST,ENCSR000BSP
MCF-7,RFX1,ENCSR066TET
MCF-7,RFX5,ENCSR924TVL
MCF-7,SIN3A,ENCSR468LUO
MCF-7,SIX4,ENCSR279IEM
MCF-7,SMARCA5,ENCSR487ASM
MCF-7,SMARCE1,ENCSR431TLD
MCF-7,SP1,ENCSR729LGA
MCF-7,SREBF1,ENCSR197DJH
MCF-7,SRF,ENCSR000BVA
MCF-7,SUZ12,ENCSR757EMK
MCF-7,TAF1,ENCSR000AHF
MCF-7,TARDBP,ENCSR801SWX
MCF-7,TCF12,ENCSR000BUN
MCF-7,TCF7L2,ENCSR000EWT
MCF-7,TEAD4,ENCSR000BUO
MCF-7,TOE1,ENCSR810WXH
MCF-7,TRIM22,ENCSR875PEI
MCF-7,ZBTB33,ENCSR231YFE
MCF-7,ZBTB40,ENCSR318LVG
MCF-7,ZBTB7B,ENCSR277BXW
MCF-7,ZFX,ENCSR435OQD
MCF-7,ZHX2,ENCSR876UYH
MCF-7,ZKSCAN1,ENCSR449UFF
MCF-7,ZNF207,ENCSR096KWU
MCF-7,ZNF217,ENCSR465XQW
MCF-7,ZNF24,ENCSR503VTG
MCF-7,ZNF444,ENCSR038XIA
MCF-7,ZNF507,ENCSR419ODQ
MCF-7,ZNF512B,ENCSR761LRR
MCF-7,ZNF574,ENCSR402JAC
MCF-7,ZNF592,ENCSR701AQS
MCF-7,ZNF687,ENCSR899BKM
GM12878,H2AFZ,ENCSR000AOV
GM12878,H3K27ac,ENCSR000AKC
GM12878,H3K27me3,ENCSR000DRX
GM12878,H3K36me3,ENCSR000AKE
GM12878,H3K4me1,ENCSR000AKF
GM12878,H3K4me2,ENCSR000AKG
GM12878,H3K4me3,ENCSR057BWO
GM12878,H3K9me3,ENCSR000AOX
HepG2,H2AFZ,ENCSR000AOK
HepG2,H3K27ac,ENCSR000AMO
HepG2,H3K27me3,ENCSR000AOL
HepG2,H3K36me3,ENCSR000AMB
HepG2,H3K4me1,ENCSR000APV
HepG2,H3K4me2,ENCSR000AMC
HepG2,H3K4me3,ENCSR575RRX
HepG2,H3K9ac,ENCSR000AMD
HepG2,H3K9me3,ENCSR000ATD
K562,H2AFZ,ENCSR000APC
K562,H3K27me3,ENCSR000EWB
K562,H3K36me3,ENCSR000DWB
K562,H3K4me1,ENCSR000AKS
K562,H3K4me2,ENCSR000AKT
K562,H3K4me3,ENCSR000DWD
K562,H3K9ac,ENCSR000EVZ
K562,H3K9me3,ENCSR000APE
MCF-7,H2AFZ,ENCSR057MWG
MCF-7,H3K27ac,ENCSR000EWR
MCF-7,H3K27me3,ENCSR000EWP
MCF-7,H3K36me3,ENCSR610IYQ
MCF-7,H3K4me1,ENCSR493NBY
MCF-7,H3K4me2,ENCSR875KOJ
MCF-7,H3K4me3,ENCSR000DWJ
MCF-7,H3K9ac,ENCSR056UBA
MCF-7,H3K9me3,ENCSR999WHE
